J0543+2329,85.79025,5,23.4847,14,4.065457626,3,-2.55E-13,3,2.42E-25,3,*,1.565
J0543-6851,85.9696,5,-68.857,3,1.410528381,12,-7.84E-15,6,*,0,*,49.7
J0545-03,86.2,5,-3.2,6,0.931159,18,*,0,*,0,*,2.062
J0546+2441,86.61983,13,24.6892,17,0.351635939,8,-9.46E-16,4,*,0,*,1.517
J0550+09,87.62,13,9.85,14,0.573066,0,*,0,*,0,*,1.804
J0553+4111,88.349175,4,41.194156,14,1.78733107,10,-4.39E-17,7,*,0,*,1.144
J0554+3107,88.52088,13,31.1281,12,2.150718176,7,-6.60E-13,5,1.80E-24,2,*,2
J0555+3948,88.8,13,39.8,9,0.87191119,16,*,0,*,0,*,1.065
J0555-7056,88.7577,5,-70.946,17,1.207965685,11,-8.70E-15,5,*,0,*,49.7
J0556-67,89.10417,0,-67.48333,0,1.2649434,12,*,0,*,0,*,47.489
J0557+1550,89.3810383,4,15.835013,3,391.1801279,8,-1.13E-15,3,*,0,ELL1,1.834
J0557-2948,89.387498,3,-29.8046678,20,22.91337154,16,-3.80E-17,3,*,0,*,4.268
J0600-5756,90.1937,13,-57.9483,9,0.442210884,6,-5.44E-16,18,*,0,*,0.553
J0601-0527,90.49573,9,-5.4641308,12,2.525449143,3,-8.30E-15,3,2.42E-26,5,*,2.06
J0605+3757,91.2730996,5,37.959989,3,366.5750693,10,-6.34E-16,4,*,0,BT,0.215
J0608+00,92.2,13,0.65,14,0.929195,0,*,0,*,0,*,1.311
J0608+1635,92.21526,3,16.58594,12,1.057255959,4,-1.51E-14,3,*,0,*,1.65
J0609+2130,92.4953587,9,21.50079,3,17.95396154,7,-7.58E-17,7,*,0,*,0.574
J0610-2100,92.55665306,3,-21.00774976,4,258.9784751,6,-8.27E-16,7,*,0,ELL1,1.389
J0611+04,92.82,13,4.1,14,0.597218,0,*,0,*,0,*,1.662
J0611+1436,92.8277,6,14.6144,12,3.699189834,5,-5.47E-14,5,*,0,*,0.807
J0611+30,92.82,10,30.27,9,0.7081702,16,*,0,*,0,*,1.08
J0612+3721,93.202861,7,37.36038,3,3.355903726,2,-6.70E-16,2,-1.65E-26,4,*,0.535
J0612+37216,93.18376,13,37.3612,6,2.252904947,10,-7.60E-16,7,*,0,*,1.083
J0613+3731,93.30063,5,37.5273,3,1.614991824,16,-8.46E-15,5,*,0,*,0.186
J0613-0200,93.43323292,10,-2.013121504,20,326.600562,10,-1.02E-15,19,*,0,T2,0.78
