Jname,RA_deg,RA_err,dec_deg,dec_err,F0,F0_err,F1,F1_err,F2,F2_err,binary_model,dist,MJD,dF_F,dF1_F1,E_naive,E_mountain,E_superfluid
J1357-6429,209.26012,9.0,-64.49172,3.0,6.020167773,5.0,-1.31e-11,5.0,1.16e-21,16.0,*,3.1,54803.0,1752.0,2.8,2.5067500233925887e+42,,7.842546501756813e+38
J1357-6429,209.26012,9.0,-64.49172,3.0,6.020167773,5.0,-1.31e-11,5.0,1.16e-21,16.0,*,3.1,55576.0,4860.0,14.7,6.953655886808208e+42,,1.1494818914927853e+39
J1357-6429,209.26012,9.0,-64.49172,3.0,6.020167773,5.0,-1.31e-11,5.0,1.16e-21,16.0,*,3.1,57795.0,2250.0,7.0,3.219285132781578e+42,,5.173851106256107e+38
J1357-6429,209.26012,9.0,-64.49172,3.0,6.020167773,5.0,-1.31e-11,5.0,1.16e-21,16.0,*,3.1,58148.0,1930.0,*,2.76143124723042e+42,,*
J1406-6121,211.7085,3.0,-61.35775,17.0,4.693190777,3.0,-1.2e-12,5.0,*,0.0,*,7.292,56193.0,143.5,2.0,1.2478088308579047e+41,,4.476514180702733e+36
J1410-6132,212.598296,13.0,-61.535597,12.0,19.979243,0.0,-1.28e-11,0.0,*,0.0,*,13.51,54652.0,272.6,-3.31,4.295795971221661e+42,,-1.7689335071828174e+38
J1412-6145,213.0318,5.0,-61.75791,3.0,3.172000791,13.0,-9.96e-13,4.0,6.4e-24,4.0,*,7.097,51868.0,7253.0,18.0,2.881004841235156e+42,,5.8044244759662735e+38
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,51290.0,39.0,*,1.8872657744471235e+40,,*
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,51463.0,970.0,*,4.693968721060794e+41,,*
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,51796.3,59.7,-0.3,2.88896837780752e+40,,-2.874523535918484e+36
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,52092.0,811.0,0.3,3.924544982247736e+41,,5.304676634338192e+38
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,52899.4,46.9,*,2.269558072347951e+40,,*
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,53125.0,1410.0,*,6.823191646078061e+41,,*
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,54286.0,2409.8,0.4,1.1661366828878663e+42,,3.512695223028975e+39
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,55744.0,235.0,*,1.137198607679677e+41,,*
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,56147.0,200.0,*,9.67828602280576e+40,,*
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,56567.0,371.0,*,1.7953220572304686e+41,,*
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,56975.0,30.0,*,1.4517429034208643e+40,,*
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,57236.0,266.0,*,1.2872120410331663e+41,,*
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,57509.0,356.0,*,1.7227349120594254e+41,,*
J1413-6141,213.2911,4.0,-61.6869,3.0,3.501098748,20.0,-4.09e-12,19.0,*,0.0,*,8.469,57838.0,2137.0,*,1.0341248615367956e+42,,*
J1413-6205,213.3746,5.0,-62.0939,3.0,9.112389504,2.0,-2.3e-12,3.0,*,0.0,*,2.15,54735.0,1730.0,*,5.671140281373038e+42,,*
J1420-6048,215.03432,7.0,-60.80456,5.0,14.66708434,5.0,-1.79e-11,7.0,*,0.0,*,5.632,51600.0,1146.2,3.8,9.734367082920734e+42,,1.4680962566373348e+39
J1420-6048,215.03432,7.0,-60.80456,5.0,14.66708434,5.0,-1.79e-11,7.0,*,0.0,*,5.632,52754.0,2019.0,6.6,1.7146821794117046e+43,,2.6226843335092666e+39
J1420-6048,215.03432,7.0,-60.80456,5.0,14.66708434,5.0,-1.79e-11,7.0,*,0.0,*,5.632,53725.0,1270.0,3.9,1.0785767052267783e+43,,1.7561441226128314e+39
J1420-6048,215.03432,7.0,-60.80456,5.0,14.66708434,5.0,-1.79e-11,7.0,*,0.0,*,5.632,54652.0,937.1,2.95,7.958537247779637e+42,,1.2640585177786947e+39
J1420-6048,215.03432,7.0,-60.80456,5.0,14.66708434,5.0,-1.79e-11,7.0,*,0.0,*,5.632,55410.0,1346.0,*,1.1431214529411367e+43,,*
J1420-6048,215.03432,7.0,-60.80456,5.0,14.66708434,5.0,-1.79e-11,7.0,*,0.0,*,5.632,56267.0,1954.2,5.7,1.659649289255252e+43,,2.844988281633871e+39
J1420-6048,215.03432,7.0,-60.80456,5.0,14.66708434,5.0,-1.79e-11,7.0,*,0.0,*,5.632,57210.0,1210.0,9.0,1.0276203254522849e+43,,6.90789218776258e+38
J1452-6036,223.216187,17.0,-60.608731,14.0,6.451937925,2.0,-6.04e-14,2.0,*,0.0,*,6.135,55055.22,29.0,0.19,4.765825045688115e+40,,3.637077008551456e+36
J1452-6036,223.216187,17.0,-60.608731,14.0,6.451937925,2.0,-6.04e-14,2.0,*,0.0,*,6.135,57115.0,0.13,*,2.136404330825707e+38,,*
J1453-6413,223.3861,3.0,-64.221111,14.0,5.571440214,9.0,-8.52e-14,15.0,2.2e-25,3.0,*,2.8,54552.0,0.3,0.6,3.676342293957058e+38,,9.190855734892643e+31
J1509+5531,227.3567908,5.0,55.525665,6.0,1.351932458,7.0,-9.14e-15,7.0,5.16e-26,15.0,*,2.1,41732.0,0.2,-6.0,1.443110950970135e+37,,-2.4051849182835586e+29
J1524-5625,231.20775,17.0,-56.42317,17.0,12.78469128,9.0,-6.37e-12,4.0,*,0.0,*,3.378,55745.0,2977.0,15.5,1.9209632744776897e+43,,1.8447444090709947e+39
J1531-5610,232.86625,5.0,-56.18204,4.0,11.87562928,4.0,-1.95e-12,14.0,1.37e-23,2.0,*,2.841,51731.0,2637.0,25.0,1.4681929358497322e+43,,7.743249543671487e+38
J1532+2745,233.0431858,5.0,27.7637842,3.0,0.889018691,5.0,-6.16e-16,4.0,*,0.0,*,1.695,49732.0,0.29,-1.0,9.048560994463489e+36,,-1.312041344197206e+30
J1539-5626,234.8086,8.0,-56.44064,6.0,4.108545287,18.0,-8.18e-14,2.0,*,0.0,*,3.536,48165.0,2793.0,1.0,1.8612590791170366e+42,,2.599248303986941e+39
J1614-5048,243.54704,13.0,-50.80097,14.0,4.316040583,14.0,-9.22e-12,3.0,-1.6e-21,3.0,*,5.148,49803.0,6460.0,9.7,4.750762218250323e+42,,1.5819548417472724e+39
J1614-5048,243.54704,13.0,-50.80097,14.0,4.316040583,14.0,-9.22e-12,3.0,-1.6e-21,3.0,*,5.148,53013.0,6242.0,9.14,4.590442378687077e+42,,1.5674803789805653e+39
J1614-5048,243.54704,13.0,-50.80097,14.0,4.316040583,14.0,-9.22e-12,3.0,-1.6e-21,3.0,*,5.148,55734.0,4098.0,3.0,3.0137188189457935e+42,,2.0583699533399774e+39
J1614-5048,243.54704,13.0,-50.80097,14.0,4.316040583,14.0,-9.22e-12,3.0,-1.6e-21,3.0,*,5.148,56443.0,5949.0,*,4.37496663101721e+42,,*
J1617-5055,244.3721,5.0,-50.92033,6.0,14.4181871,7.0,-2.81e-11,5.0,*,0.0,*,4.743,46960.0,600.0,*,4.924161643853689e+42,,*
J1617-5055,244.3721,5.0,-50.92033,6.0,14.4181871,7.0,-2.81e-11,5.0,*,0.0,*,4.743,54747.0,334.0,9.0,2.7411166484118864e+42,,5.0862942253864985e+37
J1617-5055,244.3721,5.0,-50.92033,6.0,14.4181871,7.0,-2.81e-11,5.0,*,0.0,*,4.743,55164.0,11.0,0.8,9.02762968039843e+40,,6.206495405273919e+35
J1617-5055,244.3721,5.0,-50.92033,6.0,14.4181871,7.0,-2.81e-11,5.0,*,0.0,*,4.743,55316.0,68.0,2.2,5.580716529700847e+41,,8.62474372771949e+36
J1617-5055,244.3721,5.0,-50.92033,6.0,14.4181871,7.0,-2.81e-11,5.0,*,0.0,*,4.743,55873.0,55.0,1.1,4.513814840199214e+41,,1.1284537100498038e+37
J1617-5055,244.3721,5.0,-50.92033,6.0,14.4181871,7.0,-2.81e-11,5.0,*,0.0,*,4.743,56267.0,2068.0,13.2,1.6971943799149045e+43,,1.3294689309333421e+39
J1644-4559,251.205304,9.0,-45.986031,14.0,2.197424522,9.0,-9.7e-14,3.0,4.33e-24,6.0,*,4.5,43390.0,191.0,2.0,3.6410030047182486e+40,,1.738578934752964e+36
J1644-4559,251.205304,9.0,-45.986031,14.0,2.197424522,9.0,-9.7e-14,3.0,4.33e-24,6.0,*,4.5,46453.0,803.6,0.5,1.531890059995594e+41,,1.2310268522124592e+38
J1644-4559,251.205304,9.0,-45.986031,14.0,2.197424522,9.0,-9.7e-14,3.0,4.33e-24,6.0,*,4.5,47589.0,1.61,1.1,3.069117716019048e+38,,2.2460361467230312e+32
J1644-4559,251.205304,9.0,-45.986031,14.0,2.197424522,9.0,-9.7e-14,3.0,4.33e-24,6.0,*,4.5,56600.0,717.4,0.4,1.3675683537093569e+41,,1.2263669211888655e+38
J1646-4346,251.7137,13.0,-43.7772,14.0,4.317727224,17.0,-2.1e-12,8.0,*,0.0,*,6.226,53876.0,885.0,1.5,6.513484909655734e+41,,1.9214780483484423e+38
J1646-4346,251.7137,13.0,-43.7772,14.0,4.317727224,17.0,-2.1e-12,8.0,*,0.0,*,6.226,55288.0,8591.0,16.0,6.32286427783643e+42,,1.6974914690903995e+39
J1650-4502,252.6346,3.0,-45.0437,6.0,2.625569163,3.0,-1.11e-13,11.0,*,0.0,*,3.918,57778.0,12767.0,290.0,3.4745256418484856e+42,,7.648149805082695e+37
J1702-4128,255.71883,5.0,-41.48006,14.0,5.490408716,19.0,-1.58e-12,10.0,3.1e-24,10.0,*,3.967,57719.0,3090.0,10.0,3.677287341734127e+42,,5.681408942979225e+38
J1702-4310,255.6123,3.0,-43.1778,6.0,4.157591601,7.0,-3.87e-12,4.0,4.5e-23,4.0,*,4.326,53943.0,4810.0,17.0,3.282377039419129e+42,,4.643598105766473e+38
J1702-4310,255.6123,3.0,-43.1778,6.0,4.157591601,7.0,-3.87e-12,4.0,4.5e-23,4.0,*,4.326,57510.0,3129.0,5.0,2.1352510927946884e+42,,6.681200669354581e+38
J1705-1906,256.400416,13.0,-19.11073,11.0,3.344622243,18.0,-4.63e-14,11.0,3.34e-26,15.0,*,0.747,48902.0,0.4,1.0,1.7665009501442094e+38,,3.533001900288419e+31
J1705-1906,256.400416,13.0,-19.11073,11.0,3.344622243,18.0,-4.63e-14,11.0,3.34e-26,15.0,*,0.747,55171.0,0.28,*,1.2365506651009467e+38,,*
J1705-1906,256.400416,13.0,-19.11073,11.0,3.344622243,18.0,-4.63e-14,11.0,3.34e-26,15.0,*,0.747,55955.0,0.3,*,1.3248757126081568e+38,,*
J1705-1906,256.400416,13.0,-19.11073,11.0,3.344622243,18.0,-4.63e-14,11.0,3.34e-26,15.0,*,0.747,57954.0,0.18,*,7.94925427564894e+37,,*
J1705-3423,256.426508,13.0,-34.39531,6.0,3.915016338,1.0,-1.65e-14,6.0,0.0,2.0,*,3.843,51956.0,0.59,1.0,3.570087873721739e+38,,1.0531759227479132e+32
J1705-3423,256.426508,13.0,-34.39531,6.0,3.915016338,1.0,-1.65e-14,6.0,0.0,2.0,*,3.843,54408.0,0.57,3.0,3.449067945798969e+38,,3.27661454850902e+31
J1705-3423,256.426508,13.0,-34.39531,6.0,3.915016338,1.0,-1.65e-14,6.0,0.0,2.0,*,3.843,55503.0,0.6,5.0,3.630597837683125e+38,,2.1783587026098743e+31
J1705-3950,256.37433,13.0,-39.8497,3.0,3.135371383,14.0,-5.96e-13,13.0,*,0.0,*,3.426,58236.0,9331.0,61.0,3.6213116888018033e+42,,2.7697097842794784e+38
J1708-4008,257.1953,3.0,-40.1479,20.0,0.090857365,5.0,-1.62e-13,8.0,-1e-22,6.0,*,3.8,51445.0,561.0,5.0,1.8282806924082616e+38,,1.0256654684410348e+34
J1708-4008,257.1953,3.0,-40.1479,20.0,0.090857365,5.0,-1.62e-13,8.0,-1e-22,6.0,*,3.8,52016.0,4202.0,620.0,1.3694180872548158e+39,,4.6405603247134986e+33
J1708-4008,257.1953,3.0,-40.1479,20.0,0.090857365,5.0,-1.62e-13,8.0,-1e-22,6.0,*,3.8,52990.0,308.0,0.0,1.0037619487731632e+38,,*
J1708-4008,257.1953,3.0,-40.1479,20.0,0.090857365,5.0,-1.62e-13,8.0,-1e-22,6.0,*,3.8,53366.0,572.0,12.0,1.8641293334358748e+38,,4.442841578022167e+33
J1708-4008,257.1953,3.0,-40.1479,20.0,0.090857365,5.0,-1.62e-13,8.0,-1e-22,6.0,*,3.8,53549.0,2707.0,12.0,8.82202466015894e+38,,9.950508647937604e+34
J1708-4008,257.1953,3.0,-40.1479,20.0,0.090857365,5.0,-1.62e-13,8.0,-1e-22,6.0,*,3.8,53636.0,737.0,-36.0,2.4018589488500694e+38,,-2.4585695073645846e+33
J1709-4429,257.428033,9.0,-44.485622,17.0,9.759978135,7.0,-8.86e-12,12.0,1.73e-22,7.0,*,2.6,48775.0,2057.0,4.0,7.73555926686325e+42,,1.9890056764922134e+39
J1709-4429,257.428033,9.0,-44.485622,17.0,9.759978135,7.0,-8.86e-12,12.0,1.73e-22,7.0,*,2.6,51488.0,1167.0,6.2,4.388623074588923e+42,,4.130260587133285e+38
J1709-4429,257.428033,9.0,-44.485622,17.0,9.759978135,7.0,-8.86e-12,12.0,1.73e-22,7.0,*,2.6,52716.0,2872.0,8.0,1.0800450274395362e+43,,1.9386808242539676e+39
J1709-4429,257.428033,9.0,-44.485622,17.0,9.759978135,7.0,-8.86e-12,12.0,1.73e-22,7.0,*,2.6,54710.0,2749.7,4.95,1.0340528593142383e+43,,2.8720557042993547e+39
J1709-4429,257.428033,9.0,-44.485622,17.0,9.759978135,7.0,-8.86e-12,12.0,1.73e-22,7.0,*,2.6,58176.0,52.4,*,1.970555690732301e+41,,*
J1718-3718,259.54096,5.0,-37.31431,6.0,0.295982839,3.0,-1.41e-13,4.0,-9.86e-24,16.0,*,3.918,54610.0,33250.0,6.0,1.149964541650281e+41,,3.186360084155987e+38
J1718-3825,259.556521,17.0,-38.42168,5.0,13.39227352,7.0,-2.37e-12,11.0,*,0.0,*,3.488,54911.0,1.94,-0.12,1.3736310143993445e+40,,-1.1103517366394701e+35
J1718-3825,259.556521,17.0,-38.42168,5.0,13.39227352,7.0,-2.37e-12,11.0,*,0.0,*,3.488,57950.0,7.1,*,5.027206289812034e+40,,*
J1720-1633,260.10503,5.0,-16.5594,4.0,0.638732286,12.0,-2.37e-15,9.0,7.3e-27,18.0,*,0.988,51169.0,1.5,8.0,2.415954404671851e+37,,2.2649572543798607e+30
J1721-3532,260.38658,7.0,-35.5471,3.0,3.566030384,7.0,-3.2e-13,10.0,6.9e-25,5.0,*,4.6,49971.0,7.5,0.3,3.7652262564856606e+39,,4.706532820607077e+34
J1722-3632,260.5409,4.0,-36.54814,14.0,2.505114493,3.0,-2.8e-14,19.0,*,0.0,*,3.992,55283.0,2702.18,0.89,6.694669950585392e+41,4.016801970351235e+37,1.0163035532063388e+39
J1730-3350,262.63566,6.0,-33.8443,3.0,7.170503981,9.0,-4.36e-12,9.0,6.19e-23,4.0,*,3.488,48000.0,3033.0,4.0,6.15646634280804e+42,,2.3340703022170982e+39
J1730-3350,262.63566,6.0,-33.8443,3.0,7.170503981,9.0,-4.36e-12,9.0,6.19e-23,4.0,*,3.488,52107.0,3202.0,5.9,6.499507164415214e+42,,1.7636798254625013e+39
J1730-3350,262.63566,6.0,-33.8443,3.0,7.170503981,9.0,-4.36e-12,9.0,6.19e-23,4.0,*,3.488,55908.0,2254.0,5.3,4.5752308396601787e+42,,9.72883991754155e+38
J1730-3350,262.63566,6.0,-33.8443,3.0,7.170503981,9.0,-4.36e-12,9.0,6.19e-23,4.0,*,3.488,58398.0,5.9,*,1.197598134604927e+40,,*
J1730-3353,262.7316,5.0,-33.894,4.0,0.305787786,4.0,-2.05e-15,3.0,*,0.0,*,3.46,54004.0,68.9,*,2.54342670940105e+38,,*
J1731-4744,262.92567,3.0,-47.743406,17.0,1.205067862,6.0,-2.38e-13,5.0,5.6e-24,13.0,*,0.7,49387.2,137.0,1.5,7.854224535305439e+39,,3.5867625377894835e+35
J1731-4744,262.92567,3.0,-47.743406,17.0,1.205067862,6.0,-2.38e-13,5.0,5.6e-24,13.0,*,0.7,50718.1,4.4,4.0,2.52252466827328e+38,,1.387388567550304e+32
J1731-4744,262.92567,3.0,-47.743406,17.0,1.205067862,6.0,-2.38e-13,5.0,5.6e-24,13.0,*,0.7,52472.7,126.4,3.4,7.246525410675968e+39,,1.3470011939844746e+35
J1731-4744,262.92567,3.0,-47.743406,17.0,1.205067862,6.0,-2.38e-13,5.0,5.6e-24,13.0,*,0.7,53582.0,2.7,0.2,1.5479128646222398e+38,,1.0448411836200118e+33
J1731-4744,262.92567,3.0,-47.743406,17.0,1.205067862,6.0,-2.38e-13,5.0,5.6e-24,13.0,*,0.7,56975.0,6.4,*,3.66912679021568e+38,,*
